#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-11-25T10:51:43 [V7.5.3]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2025-11-25T10:51:43   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-source=I/355/gaiadr3&-c=M45&-c.rm=120&-c.geom=r&-out=RA_ICRS,DE_ICRS,Gmag,Source&-out.max=5000&Gmag=&lt;14   Full request URL
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.5.3   Software version
#INFO publisher=CDS   Data centre that produced the VOTable
#INFO -c=056.658333+24.178056,rm=120. 
#Constraint Gmag=<14

#RESOURCE=yCat_1355
#Name: I/355
#Title: Gaia DR3 Part 1. Main source (Gaia Collaboration, 2022)
#INFO ivoid=ivo://cds.vizier/i/355     IVOID of underlying data collection     
#INFO creator=Gaia collaboration     First author or institution     
#INFO cites=bibcode:2022yCat.1355....0G     Bibcode of the dataset     
#INFO original_date=2022     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/355     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.1355     Dataset identifier that can be used for citation     
#INFO publication_date=2024-12-12     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Coosys H_2016.000: ICRS     
#Table I_355_gaiadr3:
#Name: I/355/gaiadr3
#Title: Gaia DR3 source catalog (1811709771 sources)
#---Details of Columns:
    RA_ICRS (deg) (F15.11) Right ascension (ICRS) at Ep=2016.0 (ra) [ucd=pos.eq.ra;meta.main]
    DE_ICRS (deg) (F15.11) Declination (ICRS) at Ep=2016.0 (dec) [ucd=pos.eq.dec;meta.main]
    Gmag (mag)    (F9.6)  ? G-band mean magnitude (phot_g_mean_mag) [ucd=phot.mag;em.opt]
    Source        (I19)   Unique source identifier (unique within a particular Data Release) (source_id) [ucd=meta.id;meta.main]
--------------- --------------- --------- -------------------
055.18131447015 +23.47941164054 13.859193   65122600541249408
055.22626712421 +23.52291150852 13.303191   65124249808683520
055.12341638633 +23.55094959440 13.717163   65125452399528960
055.21373303657 +23.59821916838 12.452076   65125864716379264
055.16762660287 +23.60459449336 13.768059   65126070874812032
055.20542376583 +23.61470720035 13.571414   65126173954023296
055.64258913134 +23.43535405949 13.743282   65128682215017728
055.67669619215 +23.50263721595 12.169894   65129506848731136
055.60062509544 +23.51599726420 11.060512   65130468921309440
055.47365462562 +23.45779725239 13.487999   65131121756446592
055.48820808406 +23.45647185157 13.764500   65131293555042048
055.48855654467 +23.45553553452 13.238689   65131293555042176
055.53810243232 +23.50135026945 13.008818   65132942822475904
055.53329732284 +23.52653288675 10.966687   65133183338907264
055.62276539915 +23.55973000592 11.459935   65133595657495808
055.59989502274 +23.56533801962 13.998858   65133630017234944
055.52360562368 +23.58765008044 11.857863   65134793951549440
055.71694186995 +23.53447325128 10.929646   65135485443202432
055.74482343736 +23.57490032253 13.245120   65136000839273984
055.66659097494 +23.54817399554 13.939117   65136241357447168
055.66801931643 +23.54106317013 13.494998   65136241357448320
055.70671797311 +23.55472708335 13.069824   65136310076921728
055.81202517136 +23.58509982145 10.562802   65137375228803968
055.83374669871 +23.59597351876 13.124846   65137409588540416
055.79978983791 +23.60503243851 10.709694   65137581387579008
055.87510310202 +23.66217731066 13.987898   65138062423716096
055.85261859009 +23.67244566778 13.448728   65138333005083648
055.57925710423 +23.62679260928 13.703684   65140639403857664
055.63229416943 +23.68279844487 13.348902   65141429677832064
055.75064783689 +23.68142720221 13.539289   65141841994787200
055.80839878722 +23.72344862418  8.763253   65142391750598656
055.64995308182 +23.73750195211 13.924471   65143147664745728
055.44839094482 +23.59179504250 11.198787   65146136962005376
055.43137954810 +23.59665205180 13.346295   65146343120436608
055.49067898248 +23.66818001337 13.530231   65147099034671104
055.34566257102 +23.62515670311 13.317066   65148851381338624
055.36604390474 +23.70813709776 10.972593   65150947325369600
055.38953382318 +23.73415618163 10.816441   65151394001965440
055.41503159546 +23.76288351385 13.867477   65151531440914560
055.49991000219 +23.69744166136 13.838881   65153764823910656
055.49459139514 +23.70713528477 13.935524   65153833543386624
055.55101919084 +23.77458668340 12.889624   65154726896576512
055.58375631308 +23.78224885021 10.631579   65156032566632320
055.49171340280 +23.77572614981 13.435861   65157303876957056
055.37739276524 +23.80127677982  9.074472   65158506467802112
055.51962537017 +23.94318455795 11.145632   65161285309825152
056.22686997584 +23.36965271479 13.083607   65161839363198976
056.24574641632 +23.38872896890 13.374577   65161976802151680
056.26327442413 +23.39569306662 13.089241   65162354759273088
056.20745339667 +23.39039273934 12.967930   65162659699818240
056.25714854577 +23.47271575670 13.118102   65163626069589760
056.35829496527 +23.43002292443 11.943017   65163797868281088
056.34254222359 +23.47151034942 12.190561   65164171528305792
056.35215130952 +23.48674112969 11.549062   65164553782547328
056.15190227858 +23.45517377355 13.420744   65166340488923648
056.20145247653 +23.58992131891  8.984706   65169673383468160
056.22609915985 +23.60820807645 13.499202   65170085700397056
056.43542945810 +23.57713980981 13.513168   65171941126264704
056.44345684700 +23.60110331759 13.084177   65172112924955136
056.46131847260 +23.62082942956 11.356891   65173624753442432
056.37532933815 +23.60334461036 13.896332   65174827344288000
056.38013932903 +23.62088196252 12.568048   65175201004318336
056.34142372132 +23.68491135925 13.925465   65176510971465216
056.41428433449 +23.75409592072 11.925609   65178568258674176
056.08537580306 +23.51776519180 12.035305   65179259750482304
056.09363259070 +23.61214523095 13.499805   65180943377724288
056.22563572245 +23.66093408738 13.887959   65182042889272448
056.10847343327 +23.61334666131 12.718804   65182352126928384
056.14028267549 +23.69058893457 12.848518   65183279839928192
055.98911158535 +23.57825376990 13.641666   65183447341528320
056.00905232972 +23.59999742865 11.913780   65183589077515008
055.92315056800 +23.64895762076  7.859870   65184929107310592
055.98762022870 +23.64803878380 13.851707   65185100906000256
055.99675062121 +23.68468054460 13.707574   65185307064426752
055.97808426926 +23.70965122832 13.423090   65185581942331904
055.97302904805 +23.69752412871 12.645494   65185581942333568
056.09843690122 +23.66897924255 10.419579   65185788101267584
056.14348616751 +23.72400010556 12.379163   65186367919284608
056.27733415374 +23.68333458272 13.045181   65188021483819776
056.27211037046 +23.70246592517  8.888269   65188090203295744
056.17502179764 +23.71665900929 13.782560   65189292794064256
056.33837180875 +23.72727095406 12.071662   65190048708380160
056.37331924695 +23.76030233531 12.855757   65190220507070208
056.26511633235 +23.79617108934 13.840025   65191423097831680
056.30310905907 +23.84618639406 13.664829   65192041573116800
056.16211575032 +23.79129944943 13.981762   65192763127633536
056.17454611765 +23.82371839970 13.523296   65193931358734848
056.26375187558 +23.83920931770 11.684071   65194584193758336
056.29627907426 +23.89463336008 12.143853   65195408827472640
056.22443336960 +23.92108582136 10.590246   65196370900147968
056.22380249368 +23.93621351892 13.669271   65196473979361664
056.24324820611 +23.94849339063 13.707342   65196577058574976
056.66635995438 +23.74434575262 13.307453   65197642210551936
056.73495331615 +23.81768565326 12.845772   65199802577004160
056.65709673683 +23.78750955142 10.045166   65199978672758272
056.64403931590 +23.80131420051 12.769917   65200047392234368
056.68944317177 +23.82629673351 12.909880   65200494068830336
056.69780182815 +23.82522359895 13.303547   65200528428568448
056.65556773472 +23.84828400562 13.105180   65200833369154560
056.51159600200 +23.73718212048 12.133683   65201039527567232
056.63926116541 +23.84729117642 11.623108   65203414646592128
056.63298283863 +23.86168089199 10.782198   65203861323189888
056.61425281943 +23.88870235218 13.799997   65204131904036992
056.58167144918 +23.94814381018  4.172742   65205373152172032
056.85249106690 +23.89920688540 13.722812   65206232145123584
056.82106389710 +23.91415985126 10.233924   65206507023031040
056.75635897114 +23.87487566893 13.937819   65206678821729920
056.85182143113 +23.91447789176  7.286501   65207709611941376
056.84992842917 +23.91427100600  9.739319   65207709613871744
056.87670215051 +23.95507261191 12.678349   65208087570988416
056.92276375783 +23.97172758846 13.007188   65208396808627840
056.88556336931 +23.96671168791 13.596433   65208465528108160
056.91617515357 +24.00333644390 10.251389   65208706046270080
056.82852162278 +23.95137581996 13.971072   65208774765757952
056.83168632738 +24.00178425046 12.742949   65209629462172544
056.84126193337 +24.01848670523 13.713995   65209668118947072
056.67536266510 +23.95221749675 13.833427   65210320953994112
056.75118949502 +23.98353470735 11.436664   65210630191630976
056.64547161565 +23.96274586840 11.592597   65211038211447552
056.64972601818 +23.96682512457 13.736212   65211145587780992
056.66100360259 +23.99545677952 11.992790   65211386105879808
056.63405389883 +23.98272826507 12.771411   65211420466124288
056.64610798229 +23.99108287629 12.289089   65211454825357952
056.76765840946 +23.99501291440  8.332108   65212107660378880
056.82577815809 +24.03621806528 13.563175   65212691775922048
056.74561610052 +24.08917478261 11.940813   65214031805717376
056.45402219951 +23.85268637885 13.566717   65214409762926720
056.46044167389 +23.87375404600 13.134053   65214856439472640
056.45296437293 +23.86910374984 13.655946   65214856439473280
056.38128455645 +23.86980159255 12.546949   65215436257939712
056.40443227054 +23.91331595744 13.052767   65216162109530112
056.39436411050 +23.92683505677 13.274261   65216230828916736
056.51113045099 +23.89717111404 13.391112   65216436987434880
056.56378285867 +23.98563268239 12.958048   65217433419838464
056.45397171723 +23.94818483347 13.802906   65217605218537728
056.51666493277 +24.04543381070 10.777299   65218601651442688
056.46524526083 +24.03867637775  7.833629   65221487868870784
056.35902804607 +24.03494447031  8.016329   65222209423382912
056.35734048145 +24.06911354008 13.209313   65222312502594816
056.43373928124 +24.07392359529 13.691072   65222518661019520
056.39758231508 +24.08301110684  9.984646   65222759179728640
056.58405687363 +24.00851926732 13.816697   65223343294834816
056.66420881499 +24.02947983248 11.957084   65223618172733952
056.58231825252 +24.03568458515 13.213815   65224271007768192
056.54563249302 +24.06026319579 13.701928   65224442806458368
056.55372255611 +24.05417116892 13.603668   65224442806459008
056.53194261458 +24.06171305506 10.474504   65224511525936896
056.53733616096 +24.07218742411 13.729893   65224614605149440
056.66398954459 +24.10299456629  9.199545   65225611037551360
056.72695130818 +24.11171813411 13.912120   65225851555715328
056.73670023354 +24.14950434552 13.613182   65226195153096192
056.63002744351 +24.11714094376 13.536427   65226401312036864
056.64281604539 +24.13808564947 11.464713   65226744906959104
056.71809397144 +24.17319985186 13.601707   65227054146554368
056.62558396636 +24.22163570203 13.724492   65230558839867776
056.56677710162 +24.18972847505  8.228746   65230764996027776
056.56678722416 +24.18943481050  9.408872   65230764998207232
056.55783445604 +24.20163655599 12.738900   65230833717683072
056.55735779587 +24.19655863039  7.334767   65230833717683712
056.61376023966 +24.25480032904  7.352819   65231486552803328
055.88323532267 +23.67385377651 10.641136   65232105028172160
055.94204671912 +23.70403139701 13.782279   65232379905991808
055.87361752204 +23.75893905312 13.937322   65233754295524224
055.87055601733 +23.75466098591 13.544177   65233754295525120
055.89349233391 +23.76171357964 11.201932   65233788655261568
055.97765319328 +23.75279384638 12.505800   65234097892903936
056.03615516447 +23.77950949034 13.885829   65234578929234176
055.91874115347 +23.79014308466 13.432635   65235403562961408
055.77804694090 +23.76067383368 12.888893   65236571794075392
055.77715032333 +23.78414475041 13.332371   65237362067951232
055.79225491790 +23.80017948076 12.767468   65237465147165312
055.75598952328 +23.81008912271 13.897320   65237636945857408
055.83007802748 +23.85937115466 13.272292   65238113685262848
055.87689566716 +23.94418985539 13.339328   65240454444391680
055.99511103369 +23.88252732507  9.539745   65242069352190976
056.09447590718 +23.91120389630 13.498472   65242412949568128
056.08891787439 +23.95693471789 13.780985   65244199655959296
056.09031939223 +23.97103041806 12.707779   65244268375434496
056.14763096345 +24.00113421797 13.679698   65244749411766528
055.97451555386 +24.03272837954 13.862631   65247154593457152
056.05452292933 +24.03061586305 11.167223   65247704349267584
056.14683642462 +24.06275307876 10.714922   65248013587443456
056.09618368467 +24.06809498503 13.168843   65248151025861120
056.05316220658 +24.03159225173 11.859773   65248460263511552
056.01755827770 +24.07410483643 13.788363   65248803860893056
056.06105910287 +24.10191467207 10.878019   65249250535404928
056.06126040462 +24.10143653881 11.056349   65249250537488128
055.73271789314 +23.87631889918  9.955231   65249864715344640
055.65586964248 +23.88629041316 12.509198   65250796723390080
055.65591925528 +23.88649604054 12.089732   65250796725651328
055.80176905404 +23.93333967100 13.418323   65251930597009408
055.66036911770 +23.96882466384 13.286329   65254679376179584
055.68283261114 +24.00610237976 13.980666   65254885534605952
055.69057913728 +24.07063344956 12.591722   65257561296736128
055.72925293545 +24.12510685994 11.869232   65258179772026496
055.86674577202 +24.01836504337 13.666042   65258562026508416
055.94939550878 +24.03906413468 11.125996   65258866966794496
055.83952343875 +24.03162200104 12.947917   65259386660229376
055.89142008050 +24.06265941535 13.379372   65259867696563456
056.01368275449 +24.13179940633 13.307113   65261276445916160
055.99805537663 +24.14774270444 10.095618   65262101079552896
056.02694363034 +24.17653173762 13.953897   65262238518503936
056.00092224952 +24.20072209902 11.169416   65262513396409856
055.87951740884 +24.14049888052 13.942135   65263406749613312
055.80688731906 +24.17530493625 12.462973   65264574980717952
056.20406092388 +24.05462409695 12.097706   65268526350709632
056.25611795293 +24.09236940712 13.456780   65268869948086272
056.23688503142 +24.09082574534 13.253048   65268973027302656
056.33481482960 +24.10743461304 13.734046   65269625862324224
056.35497029731 +24.11340549616 13.141632   65269660222060800
056.30212866648 +24.12499660038 11.393362   65270416136306560
056.32939257677 +24.15313275439 13.006687   65270931532376960
056.33119401448 +24.18010212094 10.567946   65271270832779136
056.21900456453 +24.11313304361  3.698209   65271996684817280
056.20478020207 +24.16327315069 10.593570   65272477720610432
056.09822487064 +24.13243934164  8.972041   65272821318002560
056.11679051504 +24.17134251408 12.943953   65273027476967680
056.18336879678 +24.23100327842 11.193486   65275089060719104
056.27733777372 +24.26330921922  8.547794   65275501377570944
056.43515551317 +24.22010548148 10.392956   65276703968959488
056.37159897994 +24.24539398778 11.511675   65277421225945728
056.40608410989 +24.26420339716 12.972456   65277837839772928
056.43013429152 +24.26993521424 11.673903   65277872199508352
056.42257638295 +24.28839132907  9.320018   65277975278721152
056.47725536548 +24.25264698622 10.440965   65278353236392320
056.38875176265 +24.28369612485 13.683567   65280861496747648
056.38734232753 +24.30303428798 12.989489   65281166437426176
056.29283920547 +24.26200021863 13.887008   65281308173353984
056.34770594632 +24.34444536590 13.793997   65282064087584768
056.40755416656 +24.33546030372  7.248939   65282716922610944
056.48988296657 +24.37670587053 13.500326   65283163599201024
056.45679586433 +24.36754142472  3.863349   65283232316451328
056.45667739476 +24.42658688282 10.423213   65284228751087488
056.42449682534 +24.43131680345 11.090695   65284469269256704
056.11218796725 +24.19916957647 13.741873   65285225183546112
056.14164165367 +24.21221611773 13.071422   65285289606032768
056.11038219749 +24.22081542584 13.467718   65285465701712128
056.01617468406 +24.18913872223 12.667048   65285774939285504
056.08114266988 +24.26067953036 11.654578   65286462134048512
056.04135549228 +24.24703438718 10.079808   65286595275655296
056.06872865738 +24.27270784224 10.420061   65286737011954688
056.20099235354 +24.28926774501  5.441325   65287458566524928
056.17414419122 +24.28675486430 12.974498   65287630365218816
056.15239272857 +24.31940213685 13.702229   65288523718574720
055.99347260162 +24.24482411312 13.216999   65289107833905152
056.01462225333 +24.24399109554 12.363381   65289142193643008
055.96136666026 +24.24729269932 11.108800   65289279632597760
055.98052987679 +24.25028858250  9.789618   65289313992906880
055.99032367554 +24.28602218437 13.723352   65289520150764160
056.02026285603 +24.27531918116 11.209136   65289623229979136
056.06049739158 +24.28877042605 13.511435   65289691949453696
055.99677192697 +24.32313950898 13.653231   65290688381938688
056.02752790739 +24.33639792318 12.855935   65290825820817792
056.10725957132 +24.39449685186  8.121808   65292234570088064
056.02451367555 +24.34426271138 13.163776   65292303289567232
056.02242336721 +24.39671684907 11.590878   65292784325902592
056.10123065343 +24.42621476455 10.321415   65293089266213632
056.05378809603 +24.40428198679 10.232284   65293123625952256
056.20857947454 +24.41752201006 13.914998   65295395666071424
056.23507805711 +24.43240474889 10.274961   65295430026352512
056.42022862329 +24.45877903084 13.725311   65296323378992256
056.39368645441 +24.46310687838  8.549960   65296357738731008
056.30216285614 +24.46706395730  4.261022   65296907494549120
056.31492854050 +24.47576795796 13.533433   65296937559902208
056.29073017756 +24.48433140124 10.741299   65297216732192896
056.17220664656 +24.39943057273 11.457511   65297835207500800
056.16416653188 +24.51059813401 10.970341   65299862432001536
056.23417938732 +24.49166134901 13.936172   65300274748910336
056.25474740103 +24.58498525280 10.671586   65301855296824064
058.27118863315 +22.83293413911 13.010358   65589721186032256
058.30322738406 +22.90533949098 12.993666   65591679691111936
058.33866500444 +22.94466659637 13.963005   65592195087182336
058.22690412619 +22.94650079784 12.567858   65602331209881088
058.13486258822 +22.89361883940 13.897119   65602434289110144
058.17554797398 +22.90566999193 12.723938   65602533071069056
058.15167463702 +22.91810843529 13.498459   65602571728061312
058.34428389852 +23.00025119968 13.051969   65604255355343616
058.30093097581 +23.02421058233 13.459505   65605251787619584
058.25557248234 +23.05676315012 10.154469   65605595385001088
058.06744191698 +23.00476255167 13.965611   65607004134304128
058.09489882409 +22.99647603296 13.496756   65607313371948288
058.09062568599 +23.01701153527 12.491805   65607377794175232
058.10473484306 +23.06124686846 12.299536   65607760048535040
058.24119102956 +23.08403580378 11.659337   65608653401711616
058.13035256968 +23.09062900115 13.966035   65609443675705600
058.36711749994 +23.00942475375 13.878595   65610096510864768
058.33555865817 +23.04886252327 12.086281   65610440108103680
058.38769291661 +23.10932747248 13.746080   65611883217248896
058.33823419886 +23.12363617735  7.697680   65612089375531776
058.45785531898 +23.09145335479 13.496371   65612295534107776
058.47785898246 +23.12981089600  7.365794   65612879649655680
058.49018635391 +23.14433759193 11.287329   65612914009390848
058.48436027839 +23.15775096281 13.063441   65613120167819904
058.50788509309 +23.17540462291 13.891472   65613257606769664
058.25617882301 +23.10707696902 11.576932   65614735075397504
058.32058468267 +23.13364534860 13.690239   65615044313031296
058.24911664463 +23.14220313811 12.119697   65615697148066176
058.40307674721 +23.21404427620 12.228259   65617204678322688
058.31340701685 +23.23131445997 13.963558   65617861811559808
058.31973926551 +23.22329039841 13.926360   65617861811561344
058.34770330294 +23.27700795086 13.225606   65618617725791232
058.50823247142 +23.22428966418 13.996719   65637687380742656
058.49194017835 +23.26376639954 13.292875   65638065337860608
058.52871343116 +23.24295229203 13.876837   65638099697599232
058.53559038505 +23.27117701379 13.140795   65638202776810240
058.56439101900 +23.27116984329 13.751109   65638271496284288
058.47803012422 +23.27632793356 13.711688   65641020275195776
058.48872630466 +23.34510508446 13.549343   65641913628380288
058.45673007579 +23.35677473678 13.240001   65642703902364160
058.61806037946 +23.39521317887 13.557009   65643769054403072
058.54982516915 +23.40692280412 12.987107   65643970914497792
058.64309659251 +23.40473873669 13.881709   65646723991898752
058.65682355606 +23.44437754622 13.795343   65649816368345472
058.62964114967 +23.52874684934 12.084931   65651706153771904
058.70644789802 +23.49087513398 12.748367   65651843592896128
058.66669906087 +23.54576674289 11.932682   65653046183560192
058.68597799455 +23.56860817647 13.804736   65653183622683264
058.05904612759 +23.09001662275 12.493893   65655034750272512
057.96865956954 +23.09318409536 13.881042   65655588804350848
058.14918862250 +23.14970698803 13.155356   65656997553592832
057.94916324463 +23.17600813742 13.490814   65659471454771840
057.90855896594 +23.18292024195 12.847497   65660158649542784
057.93822447226 +23.19882345994 12.071510   65660296088489856
057.93009228203 +23.19146420607 11.956223   65660296088492032
057.98252242486 +23.25203099632 12.254412   65661979715831936
057.98205326782 +23.25524993471 12.651433   65662181575843072
058.04632014934 +23.28176230597 10.853197   65662460749256448
058.25364736670 +23.25136893114 13.832751   65663628983069056
058.19194133401 +23.23775752246 12.158473   65663727764071168
058.20515883935 +23.25529100394 13.094272   65663766422025984
058.22238446172 +23.27366454908 12.966607   65664659775219200
058.17444968540 +23.30044198919 12.440615   65664969012864256
058.32518010774 +23.34209532014 12.986929   65666034164731136
058.06894634051 +23.28938550510 13.038524   65667614712731136
058.12502978674 +23.29747282372 13.399497   65667855230892288
058.04263039222 +23.30506213885 11.378928   65668404986713216
058.25045213338 +23.39742852195 12.521783   65670122973593984
058.12118298157 +23.37947189298 12.970390   65670604009946496
058.11180419046 +23.40399381241 11.189687   65670878887849600
057.89630246174 +23.22708691290  8.599123   65672321996745856
057.86440392237 +23.26712082097 10.086444   65673421509012992
057.80140817490 +23.28847496144 13.808585   65673662026540544
057.97552256281 +23.29280749303 13.713812   65674417940936960
057.97051248292 +23.34313317900 13.287325   65674830257631872
057.93339526950 +23.38092391097 13.533004   65675929769256320
057.77837653064 +23.26965252538 13.675786   65676204647184128
057.79619633364 +23.28675998509 13.927856   65676582604302592
057.71416001927 +23.30832279797 13.515122   65677269799072896
057.71444143461 +23.32886877947 12.194483   65677372878285312
057.67445810892 +23.30986561374 10.871282   65677407238028160
057.89153925350 +23.38490005322 13.535969   65678919066497920
057.87745429306 +23.39829310631 13.417743   65678987785972864
057.98900797238 +23.33922129851 12.713165   65680499614460800
058.00050980555 +23.33892374715 11.670413   65680499614617088
057.98426098133 +23.35883305455 13.414893   65680774492365824
057.99568038547 +23.40365308193 12.218209   65681702205297280
057.94461941172 +23.38820438825 12.887416   65681800986442240
057.99537143463 +23.46671052840 13.078691   65682561198752768
058.12220656969 +23.49256706683 13.781130   65683557631291520
058.11254824831 +23.49079521376 13.669231   65683557631292672
058.04704090978 +23.45529080619 12.295582   65683729430516096
057.92773452399 +23.52513837785 13.799218   65686684367354752
058.03765626387 +23.52365014352 11.830586   65687199763425024
058.04010691449 +23.53096082067 13.744020   65687268482901248
058.00857136313 +23.53059006774 13.203671   65687440281594752
058.09016212566 +23.56358306985 13.556990   65687749519233024
058.02845557142 +23.58597741397  8.962429   65688814671123328
058.39686587717 +23.38913719096 13.278033   65689879823143936
058.35984029438 +23.47081337723 13.701829   65691391651623040
058.47299441264 +23.47216816840 12.091084   65692250645070848
058.32051435494 +23.49911534425  9.961714   65694621467027840
058.29661123045 +23.50053824894 13.814785   65694655826768384
058.29272540242 +23.51253781549 13.358500   65695411741010688
058.29690297202 +23.53334888519 13.732554   65695514820222208
058.39408288044 +23.54026023812 12.621593   65696438234979840
058.58461922922 +23.57386983040 13.938450   65698985153762432
058.50338866485 +23.58194138328 13.857417   65699569269321344
058.52517693948 +23.58006076492 12.344096   65699741068011520
058.59439147896 +23.58926207235 10.731136   65700496982245632
058.64451313864 +23.65377054651 13.155666   65701149814306816
058.59411306508 +23.62160967255 13.197242   65701355975874688
058.48595868065 +23.68505786702 13.959895   65704242193720320
058.55537300373 +23.72720568857 13.418521   65705547863766272
058.49554453502 +23.70809942177 13.326300   65705754022203776
058.47854584807 +23.71075751195 13.878121   65705788381943424
058.50430957410 +23.73819707080 13.114517   65706166339059712
058.49582608507 +23.76677208876 12.860630   65706613015654656
058.22477920187 +23.55181665400 12.325035   65707472009177216
058.16448857031 +23.58767564265 12.702248   65708743319496320
058.17219145930 +23.60561612779 13.801207   65708777679230976
058.19104362026 +23.64479789435 13.181217   65710461306286592
058.19727082959 +23.65527403640 13.493947   65710495666024576
058.09386516372 +23.64466308656 13.523306   65712488530853120
058.01608764778 +23.64248151871 13.684916   65712660329546880
058.12543535257 +23.69434585855 11.190851   65713107006140416
058.16208263436 +23.69434327945 13.809179   65713794200906880
058.16031653702 +23.75047663005 13.647902   65715340389130368
058.39830085033 +23.68475596729 13.746820   65715787065822336
058.27113608691 +23.74680778495 12.106527   65720116392858368
058.21771570681 +23.78608737982 13.509540   65721181544650496
058.20827304923 +23.79169900200 12.505180   65721387703080576
058.27695850708 +23.82443860868 13.154040   65721696940724352
058.29019649518 +23.86754806199  9.267610   65722109257583744
058.41695357952 +23.87485648186 13.229526   65722796452418176
058.39452241306 +23.89840278509 13.626447   65723174409539584
058.39570877466 +23.89558060162 13.847383   65723174409889536
058.30438598736 +23.87294431772 12.789698   65723380567903104
058.31408261860 +23.87749676194 12.435834   65723410629586816
058.32515637898 +23.90646563714 12.983022   65723758525024000
058.74585288090 +23.65285519398 12.794214   65747913420891008
058.64547091545 +23.72357740080 12.849318   65796154493371648
058.67467688208 +23.73888746779 13.589020   65796326292061312
058.73293231354 +23.76316858706 10.362652   65796566810765824
058.70508585303 +23.77802033122 13.116053   65796841688128512
058.70305984685 +23.79497820640 13.976556   65796944767341056
058.79678423369 +23.75675089279 12.678906   65797082206292224
058.77662517446 +23.75422644891 13.717053   65797254004986496
058.80427093404 +23.85727506191 13.224957   65799040711361664
058.65682176492 +23.77749140306 13.556888   65799796625632640
058.58618080721 +23.82133370932 13.187959   65800724338567168
058.61658885429 +23.83517474603 12.519773   65800930496992512
058.75965487858 +23.86175022856 12.838340   65801926929387392
058.76131750594 +23.86044199497 12.589447   65801926929387520
058.68370881512 +23.90653382638 12.660696   65802919064578304
058.79136667386 +23.93679192699 13.458637   65808386560187008
058.75735278232 +23.95768765172  9.244359   65809176834169088
058.78796395314 +23.97865717473 13.877939   65809245553639424
058.79744681752 +23.99848679522 12.890259   65809726589974016
058.56216691482 +23.87275735987 13.393491   65813196923588480
058.56185703315 +23.94243492230 12.155873   65814262075466112
058.65481347708 +23.98454839064 12.776096   65815602105248256
058.60095490483 +23.95957639484 13.871283   65815808263687296
058.59024754898 +23.97440704972 12.916837   65815876983162112
058.65433125088 +24.00930538047 13.015859   65816392379227136
058.43147253980 +23.98105746174 12.940076   65818110366168832
058.43545120720 +24.02059735622 13.730089   65818797560804224
058.52326807451 +24.01987368318 12.787146   65819347316736256
058.51576912850 +24.03251656379 12.350732   65819450395950464
058.56314365657 +24.05322835902 13.996517   65819828353064576
058.57979859620 +24.06241590889 12.392879   65819927135052160
058.59003991694 +24.07548827886  9.597126   65819965792011904
058.55574137924 +24.08022106634 11.439548   65820756065997440
058.71866454502 +24.00573729743 12.189477   65821374541553664
058.68361227946 +24.01546414341 10.359624   65821546339978496
058.68182061648 +24.10335299222 12.879456   65823195607407488
058.77141507324 +24.08127399999 13.961918   65823642284002560
058.83186375340 +24.13077580533 13.656963   65824226399542528
058.79512878110 +24.15594394418 13.416432   65825085393000320
058.79520664626 +24.16939119744 13.575115   65825119752735360
058.66531116709 +24.10061635432 13.458847   65826116185170560
058.65297276206 +24.11015377272 13.793122   65826184904646912
058.68928550095 +24.13555535354 13.036019   65826356703331328
058.59414636590 +24.12510922382 13.288727   65826803379940992
058.62076311775 +24.18359807677 13.889432   65827628013648640
058.72713128713 +24.19022647541  9.847109   65828212129192448
058.71169409976 +24.19500501097 13.038840   65828276551482880
058.71684737625 +24.20884789216 13.862865   65828280848666112
058.71701365848 +24.20347321726 13.285123   65828280848667520
058.77219955659 +24.23774685399 10.954274   65828761884992768
058.68968052458 +24.22628281157 10.551564   65829105482386560
058.70815078323 +24.24204383318 12.981984   65829517799243136
058.84432887934 +24.18358798443 12.888614   65848656173511040
058.82998541460 +24.19551299421 12.615753   65848724892986624
058.79264437426 +24.22235812821 12.468230   65851954705897216
058.79259111313 +24.22219173844 13.157835   65851954708989184
058.83827689071 +24.34163750572 12.757608   65855253243251968
058.83898577575 +24.38044967218 12.985542   65855562481226240
057.67390258268 +23.33875040042 13.189106   66428133162976896
057.68357041701 +23.38410629385 12.542645   66428923436956288
057.70534516068 +23.42283857318 11.295028   66429095235642880
057.69216744892 +23.42148582911 13.956501   66429129595382400
057.59963429774 +23.37070528481 13.994536   66429267034343424
057.63734941866 +23.41309377689 13.676665   66429438833031296
057.76145225257 +23.42826208193  9.295025   66430435265434368
057.72672496287 +23.48100663938 13.022538   66431569136796288
057.59306221763 +23.49516325663 13.941794   66433424562675456
057.56072155238 +23.49786179532 13.490964   66434214836660352
057.55886274799 +23.53605636771 13.603890   66434627153515776
